--- TABLA: PERSONA ---
dni|nombre|apellido|edad|nacionalidad
SIN-002165|POL-101055|SALUD|DAÑOS AGUA|CERRADO|1
SIN-002166|POL-101055|SALUD|INCENDIO|CERRADO|1
SIN-002167|POL-101055|SALUD|DAÑOS AGUA|CERRADO|1
SIN-002168|POL-101056|VIDA|DAÑOS AGUA|CERRADO|1
SIN-002169|POL-101057|SALUD|ROBO|CERRADO|1
SIN-002170|POL-101058|HOGAR|DAÑOS AGUA|CERRADO|1
SIN-002171|POL-101058|HOGAR|DAÑOS AGUA|CERRADO|1
SIN-002172|POL-101058|HOGAR|CRISTALES|CERRADO|1
SIN-002173|POL-101059|HOGAR|CRISTALES|CERRADO|1
SIN-002174|POL-101059|HOGAR|CRISTALES|CERRADO|1
SIN-002175|POL-101060|HOGAR|INCENDIO|CERRADO|1
SIN-002176|POL-101060|HOGAR|INCENDIO|CERRADO|1
SIN-002177|POL-101060|HOGAR|INCENDIO|CERRADO|1
SIN-002178|POL-101061|SALUD|ROBO|CERRADO|1
SIN-002179|POL-101061|SALUD|ROBO|CERRADO|1
SIN-002180|POL-101062|VIDA|DAÑOS AGUA|CERRADO|1
SIN-002181|POL-101062|VIDA|ROBO|CERRADO|1
SIN-002182|POL-101062|VIDA|DAÑOS AGUA|CERRADO|1
SIN-002183|POL-101063|VIDA|DAÑOS AGUA|CERRADO|1
SIN-002184|POL-101063|VIDA|DAÑOS AGUA|CERRADO|1
SIN-002185|POL-101064|SALUD|ROBO|CERRADO|1
SIN-002186|POL-101064|SALUD|CRISTALES|CERRADO|1
SIN-002187|POL-101064|SALUD|CRISTALES|CERRADO|1
SIN-002188|POL-101065|HOGAR|ROBO|CERRADO|1
SIN-002189|POL-101065|HOGAR|INCENDIO|CERRADO|1
SIN-002190|POL-101066|VIDA|ROBO|CERRADO|1
SIN-002191|POL-101066|VIDA|ROBO|CERRADO|1
SIN-002192|POL-101066|VIDA|INCENDIO|CERRADO|1
SIN-002193|POL-101067|VIDA|INCENDIO|CERRADO|1
SIN-002194|POL-101067|VIDA|ROBO|CERRADO|1
SIN-002195|POL-101068|SALUD|ROBO|CERRADO|1
SIN-002196|POL-101069|VIDA|CRISTALES|CERRADO|1
SIN-002197|POL-101069|VIDA|DAÑOS AGUA|CERRADO|1
SIN-002198|POL-101070|SALUD|ROBO|CERRADO|1
SIN-002199|POL-101071|VIDA|INCENDIO|CERRADO|1
SIN-002200|POL-101071|VIDA|ROBO|CERRADO|1
SIN-002201|POL-101071|VIDA|CRISTALES|CERRADO|1
SIN-002202|POL-101072|SALUD|ROBO|CERRADO|1
SIN-002203|POL-101072|SALUD|INCENDIO|CERRADO|1
SIN-002204|POL-101073|HOGAR|CRISTALES|CERRADO|1
SIN-002205|POL-101073|HOGAR|INCENDIO|CERRADO|1
SIN-002206|POL-101073|HOGAR|ROBO|CERRADO|1
SIN-002207|POL-101074|HOGAR|INCENDIO|CERRADO|1
SIN-002208|POL-101075|AUTO|INCENDIO|CERRADO|1
SIN-002209|POL-101075|AUTO|CRISTALES|CERRADO|1
SIN-002210|POL-101075|AUTO|DAÑOS AGUA|CERRADO|1
SIN-002211|POL-101076|HOGAR|CRISTALES|CERRADO|1
SIN-002212|POL-101076|HOGAR|DAÑOS AGUA|CERRADO|1
SIN-002213|POL-101076|HOGAR|ROBO|CERRADO|1
SIN-002214|POL-101077|SALUD|INCENDIO|CERRADO|1
SIN-002215|POL-101077|SALUD|ROBO|CERRADO|1
SIN-002216|POL-101078|HOGAR|ROBO|CERRADO|1
SIN-002217|POL-101079|HOGAR|DAÑOS AGUA|CERRADO|1
SIN-002218|POL-101079|HOGAR|INCENDIO|CERRADO|1
SIN-002219|POL-101079|HOGAR|ROBO|CERRADO|1
SIN-002220|POL-101080|SALUD|ROBO|CERRADO|1
SIN-002221|POL-101080|SALUD|ROBO|CERRADO|1
SIN-002222|POL-101080|SALUD|INCENDIO|CERRADO|1
SIN-002223|POL-101081|HOGAR|DAÑOS AGUA|CERRADO|1
SIN-002224|POL-101081|HOGAR|ROBO|CERRADO|1
SIN-002225|POL-101081|HOGAR|CRISTALES|CERRADO|1
SIN-002226|POL-101082|SALUD|ROBO|CERRADO|1
SIN-002227|POL-101082|SALUD|CRISTALES|CERRADO|1
SIN-002228|POL-101083|AUTO|CRISTALES|CERRADO|1
SIN-002229|POL-101083|AUTO|INCENDIO|CERRADO|1
SIN-002230|POL-101084|SALUD|DAÑOS AGUA|CERRADO|1
SIN-002231|POL-101084|SALUD|ROBO|CERRADO|1
SIN-002232|POL-101085|SALUD|INCENDIO|CERRADO|1
SIN-002233|POL-101085|SALUD|CRISTALES|CERRADO|1
SIN-002234|POL-101086|AUTO|DAÑOS AGUA|CERRADO|1
SIN-002235|POL-101086|AUTO|CRISTALES|CERRADO|1
SIN-002236|POL-101086|AUTO|CRISTALES|CERRADO|1
SIN-002237|POL-101087|SALUD|CRISTALES|CERRADO|1
SIN-002238|POL-101087|SALUD|ROBO|CERRADO|1
SIN-002239|POL-101087|SALUD|INCENDIO|CERRADO|1
SIN-002240|POL-101088|HOGAR|ROBO|CERRADO|1
SIN-002241|POL-101088|HOGAR|DAÑOS AGUA|CERRADO|1
SIN-002242|POL-101088|HOGAR|INCENDIO|CERRADO|1
SIN-002243|POL-101089|VIDA|ROBO|CERRADO|1
SIN-002244|POL-101090|VIDA|ROBO|CERRADO|1
SIN-002245|POL-101090|VIDA|DAÑOS AGUA|CERRADO|1
SIN-002246|POL-101091|HOGAR|DAÑOS AGUA|CERRADO|1
SIN-002247|POL-101091|HOGAR|ROBO|CERRADO|1
SIN-002248|POL-101092|VIDA|INCENDIO|CERRADO|1
SIN-002249|POL-101092|VIDA|DAÑOS AGUA|CERRADO|1
SIN-002250|POL-101093|AUTO|INCENDIO|CERRADO|1
SIN-002251|POL-101093|AUTO|ROBO|CERRADO|1
SIN-002252|POL-101093|AUTO|ROBO|CERRADO|1
SIN-002253|POL-101094|SALUD|INCENDIO|CERRADO|1
SIN-002254|POL-101095|VIDA|INCENDIO|CERRADO|1
SIN-002255|POL-101096|SALUD|ROBO|CERRADO|1
SIN-002256|POL-101097|SALUD|INCENDIO|CERRADO|1
SIN-002257|POL-101098|VIDA|DAÑOS AGUA|CERRADO|1
SIN-002258|POL-101098|VIDA|ROBO|CERRADO|1
SIN-002259|POL-101099|HOGAR|DAÑOS AGUA|CERRADO|1
SIN-002260|POL-101100|HOGAR|ROBO|CERRADO|1
SIN-002261|POL-101100|HOGAR|INCENDIO|CERRADO|1
SIN-002262|POL-101100|HOGAR|ROBO|CERRADO|1
SIN-002263|POL-101101|VIDA|ROBO|CERRADO|1
SIN-002264|POL-101102|HOGAR|ROBO|CERRADO|1
SIN-002265|POL-101102|HOGAR|CRISTALES|CERRADO|1
SIN-002266|POL-101102|HOGAR|INCENDIO|CERRADO|1
SIN-002267|POL-101103|VIDA|DAÑOS AGUA|CERRADO|1
SIN-002268|POL-101103|VIDA|CRISTALES|CERRADO|1
SIN-002269|POL-101103|VIDA|DAÑOS AGUA|CERRADO|1
SIN-002270|POL-101104|SALUD|INCENDIO|CERRADO|1
SIN-002271|POL-101105|SALUD|DAÑOS AGUA|CERRADO|1
SIN-002272|POL-101105|SALUD|INCENDIO|CERRADO|1
SIN-002273|POL-101106|VIDA|ROBO|CERRADO|1
SIN-002274|POL-101106|VIDA|INCENDIO|CERRADO|1
SIN-002275|POL-101106|VIDA|INCENDIO|CERRADO|1
SIN-002276|POL-101107|SALUD|CRISTALES|CERRADO|1
SIN-002277|POL-101108|HOGAR|ROBO|CERRADO|1
SIN-002278|POL-101108|HOGAR|ROBO|CERRADO|1
SIN-002279|POL-101108|HOGAR|CRISTALES|CERRADO|1
SIN-002280|POL-101109|AUTO|INCENDIO|CERRADO|1
SIN-002281|POL-101109|AUTO|ROBO|CERRADO|1
SIN-002282|POL-101109|AUTO|INCENDIO|CERRADO|1
SIN-002283|POL-101110|SALUD|ROBO|CERRADO|1
SIN-002284|POL-101110|SALUD|INCENDIO|CERRADO|1
SIN-002285|POL-101110|SALUD|CRISTALES|CERRADO|1
SIN-002286|POL-101111|HOGAR|CRISTALES|CERRADO|1
SIN-002287|POL-101111|HOGAR|INCENDIO|CERRADO|1
SIN-002288|POL-101111|HOGAR|ROBO|CERRADO|1
SIN-002289|POL-101112|VIDA|CRISTALES|CERRADO|1
SIN-002290|POL-101113|HOGAR|CRISTALES|CERRADO|1
SIN-002291|POL-101113|HOGAR|CRISTALES|CERRADO|1
SIN-002292|POL-101113|HOGAR|DAÑOS AGUA|CERRADO|1
SIN-002293|POL-101114|SALUD|ROBO|CERRADO|1
SIN-002294|POL-101114|SALUD|DAÑOS AGUA|CERRADO|1
SIN-002295|POL-101114|SALUD|ROBO|CERRADO|1
SIN-002296|POL-101115|SALUD|INCENDIO|CERRADO|1
SIN-002297|POL-101116|SALUD|INCENDIO|CERRADO|1
SIN-002298|POL-101116|SALUD|INCENDIO|CERRADO|1
SIN-002299|POL-101116|SALUD|INCENDIO|CERRADO|1
SIN-002300|POL-101117|HOGAR|CRISTALES|CERRADO|1
SIN-002301|POL-101118|VIDA|ROBO|CERRADO|1
SIN-002302|POL-101118|VIDA|DAÑOS AGUA|CERRADO|1
SIN-002303|POL-101118|VIDA|ROBO|CERRADO|1
SIN-002304|POL-101119|VIDA|ROBO|CERRADO|1
SIN-002305|POL-101119|VIDA|ROBO|CERRADO|1
SIN-002306|POL-101119|VIDA|INCENDIO|CERRADO|1
SIN-002307|POL-101120|AUTO|INCENDIO|CERRADO|1
SIN-002308|POL-101121|SALUD|ROBO|CERRADO|1
SIN-002309|POL-101121|SALUD|DAÑOS AGUA|CERRADO|1
SIN-002310|POL-101122|SALUD|ROBO|CERRADO|1
SIN-002311|POL-101122|SALUD|DAÑOS AGUA|CERRADO|1
SIN-002312|POL-101122|SALUD|DAÑOS AGUA|CERRADO|1
SIN-002313|POL-101123|HOGAR|DAÑOS AGUA|CERRADO|1
SIN-002314|POL-101124|SALUD|CRISTALES|CERRADO|1
SIN-002315|POL-101125|HOGAR|ROBO|CERRADO|1
SIN-002316|POL-101125|HOGAR|INCENDIO|CERRADO|1
SIN-002317|POL-101125|HOGAR|ROBO|CERRADO|1
SIN-002318|POL-101126|AUTO|ROBO|CERRADO|1
SIN-002319|POL-101126|AUTO|CRISTALES|CERRADO|1
SIN-002320|POL-101127|SALUD|CRISTALES|CERRADO|1
SIN-002321|POL-101128|VIDA|CRISTALES|CERRADO|1
SIN-002322|POL-101128|VIDA|INCENDIO|CERRADO|1
SIN-002323|POL-101128|VIDA|INCENDIO|CERRADO|1
SIN-002324|POL-101129|HOGAR|INCENDIO|CERRADO|1
SIN-002325|POL-101129|HOGAR|CRISTALES|CERRADO|1
SIN-002326|POL-101129|HOGAR|INCENDIO|CERRADO|1
SIN-002327|POL-101130|VIDA|INCENDIO|CERRADO|1
SIN-002328|POL-101130|VIDA|INCENDIO|CERRADO|1
SIN-002329|POL-101131|SALUD|INCENDIO|CERRADO|1
SIN-002330|POL-101131|SALUD|DAÑOS AGUA|CERRADO|1
SIN-002331|POL-101132|SALUD|DAÑOS AGUA|CERRADO|1
SIN-002332|POL-101132|SALUD|INCENDIO|CERRADO|1
SIN-002333|POL-101133|VIDA|CRISTALES|CERRADO|1
SIN-002334|POL-101134|VIDA|ROBO|CERRADO|1
SIN-002335|POL-101135|HOGAR|INCENDIO|CERRADO|1
SIN-002336|POL-101136|AUTO|ROBO|CERRADO|1
SIN-002337|POL-101136|AUTO|ROBO|CERRADO|1
SIN-002338|POL-101136|AUTO|ROBO|CERRADO|1
SIN-002339|POL-101137|HOGAR|DAÑOS AGUA|CERRADO|1
SIN-002340|POL-101137|HOGAR|ROBO|CERRADO|1
SIN-002341|POL-101138|SALUD|CRISTALES|CERRADO|1
SIN-002342|POL-101139|HOGAR|DAÑOS AGUA|CERRADO|1
SIN-002343|POL-101139|HOGAR|ROBO|CERRADO|1
SIN-002344|POL-101139|HOGAR|ROBO|CERRADO|1
SIN-002345|POL-101140|VIDA|ROBO|CERRADO|1
SIN-002346|POL-101141|HOGAR|ROBO|CERRADO|1
SIN-002347|POL-101141|HOGAR|CRISTALES|CERRADO|1
SIN-002348|POL-101141|HOGAR|INCENDIO|CERRADO|1
SIN-002349|POL-101142|SALUD|DAÑOS AGUA|CERRADO|1
SIN-002350|POL-101142|SALUD|CRISTALES|CERRADO|1
SIN-002351|POL-101142|SALUD|CRISTALES|CERRADO|1
SIN-002352|POL-101143|VIDA|DAÑOS AGUA|CERRADO|1
SIN-002353|POL-101144|AUTO|ROBO|CERRADO|1
SIN-002354|POL-101144|AUTO|CRISTALES|CERRADO|1
SIN-002355|POL-101144|AUTO|DAÑOS AGUA|CERRADO|1
SIN-002356|POL-101145|VIDA|DAÑOS AGUA|CERRADO|1
SIN-002357|POL-101145|VIDA|CRISTALES|CERRADO|1
SIN-002358|POL-101146|VIDA|ROBO|CERRADO|1
SIN-002359|POL-101146|VIDA|CRISTALES|CERRADO|1
SIN-002360|POL-101147|VIDA|CRISTALES|CERRADO|1
SIN-002361|POL-101148|HOGAR|ROBO|CERRADO|1
SIN-002362|POL-101148|HOGAR|DAÑOS AGUA|CERRADO|1
SIN-002363|POL-101149|SALUD|ROBO|CERRADO|1
SIN-002364|POL-101150|VIDA|DAÑOS AGUA|CERRADO|1
SIN-002365|POL-101150|VIDA|DAÑOS AGUA|CERRADO|1
SIN-002366|POL-101150|VIDA|DAÑOS AGUA|CERRADO|1
SIN-002367|POL-101151|HOGAR|ROBO|CERRADO|1
SIN-002368|POL-101151|HOGAR|CRISTALES|CERRADO|1
SIN-002369|POL-101152|VIDA|ROBO|CERRADO|1
SIN-002370|POL-101152|VIDA|DAÑOS AGUA|CERRADO|1
SIN-002371|POL-101152|VIDA|DAÑOS AGUA|CERRADO|1
SIN-002372|POL-101153|SALUD|DAÑOS AGUA|CERRADO|1
SIN-002373|POL-101154|VIDA|INCENDIO|CERRADO|1
SIN-002374|POL-101155|AUTO|INCENDIO|CERRADO|1
SIN-002375|POL-101156|HOGAR|CRISTALES|CERRADO|1
SIN-002376|POL-101156|HOGAR|ROBO|CERRADO|1
SIN-002377|POL-101156|HOGAR|ROBO|CERRADO|1
SIN-002378|POL-101157|HOGAR|INCENDIO|CERRADO|1
SIN-002379|POL-101157|HOGAR|INCENDIO|CERRADO|1
SIN-002380|POL-101158|AUTO|DAÑOS AGUA|CERRADO|1
SIN-002381|POL-101158|AUTO|CRISTALES|CERRADO|1
SIN-002382|POL-101158|AUTO|CRISTALES|CERRADO|1
SIN-002383|POL-101159|HOGAR|CRISTALES|CERRADO|1
SIN-002384|POL-101159|HOGAR|CRISTALES|CERRADO|1
SIN-002385|POL-101160|SALUD|INCENDIO|CERRADO|1
SIN-002386|POL-101161|VIDA|DAÑOS AGUA|CERRADO|1
SIN-002387|POL-101161|VIDA|ROBO|CERRADO|1
SIN-002388|POL-101162|AUTO|CRISTALES|CERRADO|1
SIN-002389|POL-101162|AUTO|CRISTALES|CERRADO|1
SIN-002390|POL-101163|SALUD|ROBO|CERRADO|1
SIN-002391|POL-101163|SALUD|INCENDIO|CERRADO|1
SIN-002392|POL-101163|SALUD|INCENDIO|CERRADO|1
SIN-002393|POL-101164|AUTO|ROBO|CERRADO|1
SIN-002394|POL-101164|AUTO|DAÑOS AGUA|CERRADO|1
SIN-002395|POL-101165|AUTO|DAÑOS AGUA|CERRADO|1
SIN-002396|POL-101165|AUTO|ROBO|CERRADO|1
SIN-002397|POL-101165|AUTO|ROBO|CERRADO|1
SIN-002398|POL-101166|SALUD|DAÑOS AGUA|CERRADO|1
SIN-002399|POL-101166|SALUD|ROBO|CERRADO|1
SIN-002400|POL-101167|SALUD|INCENDIO|CERRADO|1
SIN-002401|POL-101167|SALUD|ROBO|CERRADO|1
SIN-002402|POL-101168|HOGAR|ROBO|CERRADO|1
SIN-002403|POL-101168|HOGAR|INCENDIO|CERRADO|1
SIN-002404|POL-101168|HOGAR|ROBO|CERRADO|1
SIN-002405|POL-101169|AUTO|INCENDIO|CERRADO|1
SIN-002406|POL-101169|AUTO|CRISTALES|CERRADO|1
SIN-002407|POL-101169|AUTO|CRISTALES|CERRADO|1
SIN-002408|POL-101170|HOGAR|ROBO|CERRADO|1
SIN-002409|POL-101171|SALUD|CRISTALES|CERRADO|1
SIN-002410|POL-101171|SALUD|CRISTALES|CERRADO|1
SIN-002411|POL-101172|HOGAR|DAÑOS AGUA|CERRADO|1
SIN-002412|POL-101172|HOGAR|INCENDIO|CERRADO|1
SIN-002413|POL-101172|HOGAR|CRISTALES|CERRADO|1
SIN-002414|POL-101173|AUTO|ROBO|CERRADO|1
SIN-002415|POL-101174|VIDA|ROBO|CERRADO|1
SIN-002416|POL-101175|VIDA|INCENDIO|CERRADO|1
SIN-002417|POL-101176|SALUD|INCENDIO|CERRADO|1
SIN-002418|POL-101176|SALUD|DAÑOS AGUA|CERRADO|1
SIN-002419|POL-101177|SALUD|DAÑOS AGUA|CERRADO|1
SIN-002420|POL-101177|SALUD|ROBO|CERRADO|1
SIN-002421|POL-101178|VIDA|CRISTALES|CERRADO|1
SIN-002422|POL-101178|VIDA|INCENDIO|CERRADO|1
SIN-002423|POL-101178|VIDA|INCENDIO|CERRADO|1
SIN-002424|POL-101179|HOGAR|DAÑOS AGUA|CERRADO|1
SIN-002425|POL-101179|HOGAR|INCENDIO|CERRADO|1
SIN-002426|POL-101180|VIDA|CRISTALES|CERRADO|1
SIN-002427|POL-101180|VIDA|INCENDIO|CERRADO|1
SIN-002428|POL-101181|AUTO|ROBO|CERRADO|1
SIN-002429|POL-101181|AUTO|DAÑOS AGUA|CERRADO|1
SIN-002430|POL-101182|SALUD|INCENDIO|CERRADO|1
SIN-002431|POL-101182|SALUD|DAÑOS AGUA|CERRADO|1
SIN-002432|POL-101182|SALUD|DAÑOS AGUA|CERRADO|1
SIN-002433|POL-101183|VIDA|INCENDIO|CERRADO|1
SIN-002434|POL-101183|VIDA|INCENDIO|CERRADO|1
SIN-002435|POL-101183|VIDA|CRISTALES|CERRADO|1
SIN-002436|POL-101184|VIDA|CRISTALES|CERRADO|1
SIN-002437|POL-101184|VIDA|ROBO|CERRADO|1
SIN-002438|POL-101184|VIDA|INCENDIO|CERRADO|1
SIN-002439|POL-101185|HOGAR|DAÑOS AGUA|CERRADO|1
SIN-002440|POL-101186|VIDA|DAÑOS AGUA|CERRADO|1
SIN-002441|POL-101186|VIDA|INCENDIO|CERRADO|1
SIN-002442|POL-101187|VIDA|INCENDIO|CERRADO|1
SIN-002443|POL-101188|AUTO|INCENDIO|CERRADO|1
SIN-002444|POL-101189|VIDA|DAÑOS AGUA|CERRADO|1
SIN-002445|POL-101189|VIDA|ROBO|CERRADO|1
SIN-002446|POL-101190|HOGAR|DAÑOS AGUA|CERRADO|1
SIN-002447|POL-101191|SALUD|ROBO|CERRADO|1
SIN-002448|POL-101191|SALUD|ROBO|CERRADO|1
SIN-002449|POL-101191|SALUD|CRISTALES|CERRADO|1
SIN-002450|POL-101192|SALUD|DAÑOS AGUA|CERRADO|1
SIN-002451|POL-101192|SALUD|DAÑOS AGUA|CERRADO|1
SIN-002452|POL-101193|HOGAR|DAÑOS AGUA|CERRADO|1
SIN-002453|POL-101193|HOGAR|INCENDIO|CERRADO|1
SIN-002454|POL-101194|VIDA|ROBO|CERRADO|1
SIN-002455|POL-101194|VIDA|CRISTALES|CERRADO|1
SIN-002456|POL-101195|AUTO|DAÑOS AGUA|CERRADO|1
SIN-002457|POL-101195|AUTO|ROBO|CERRADO|1
SIN-002458|POL-101195|AUTO|DAÑOS AGUA|CERRADO|1
SIN-002459|POL-101196|VIDA|CRISTALES|CERRADO|1
SIN-002460|POL-101196|VIDA|DAÑOS AGUA|CERRADO|1
SIN-002461|POL-101197|AUTO|INCENDIO|CERRADO|1
SIN-002462|POL-101197|AUTO|DAÑOS AGUA|CERRADO|1
SIN-002463|POL-101197|AUTO|ROBO|CERRADO|1
SIN-002464|POL-101198|AUTO|ROBO|CERRADO|1
SIN-002465|POL-101198|AUTO|INCENDIO|CERRADO|1
SIN-002466|POL-101198|AUTO|CRISTALES|CERRADO|1
SIN-002467|POL-101199|VIDA|CRISTALES|CERRADO|1


--- TABLA: PAGO ---
num_pago|num_siniestro|importe|fecha_pago|estado_pago
PAG-000001|SIN-000001|2235.43|2024-06-02|LIQUIDADO
PAG-000002|SIN-000002|1685.69|2024-07-02|LIQUIDADO
PAG-000003|SIN-000003|945.31|2024-05-07|LIQUIDADO
PAG-000004|SIN-000004|1571.77|2024-05-23|LIQUIDADO
PAG-000005|SIN-000005|788.56|2023-09-09|LIQUIDADO
PAG-000006|SIN-000006|2324.28|2023-07-05|LIQUIDADO
PAG-000007|SIN-000007|4390.35|2023-07-03|LIQUIDADO
PAG-000008|SIN-000008|295.8|2023-06-10|LIQUIDADO
PAG-000009|SIN-000009|1715.68|2024-01-18|LIQUIDADO
PAG-000010|SIN-000010|2541.39|2024-01-10|LIQUIDADO
PAG-000011|SIN-000011|1628.25|2024-02-03|LIQUIDADO
PAG-000012|SIN-000012|2683.13|2024-03-10|LIQUIDADO
PAG-000013|SIN-000013|724.52|2024-02-21|LIQUIDADO
PAG-000014|SIN-000014|2117.32|2024-01-06|LIQUIDADO
PAG-000015|SIN-000015|1423.9|2025-01-15|LIQUIDADO
PAG-000016|SIN-000016|560.56|2024-12-30|LIQUIDADO
PAG-000017|SIN-000017|3436.59|2025-02-07|LIQUIDADO
PAG-000018|SIN-000018|369.31|2023-08-31|LIQUIDADO
PAG-000019|SIN-000019|220.84|2023-08-28|LIQUIDADO
PAG-000020|SIN-000020|1277.28|2023-09-04|LIQUIDADO
PAG-000021|SIN-000021|1397.5|2024-10-19|LIQUIDADO
PAG-000022|SIN-000022|4080.42|2024-09-25|LIQUIDADO
PAG-000023|SIN-000023|3045.78|2024-09-07|LIQUIDADO
PAG-000024|SIN-000024|4082.8|2023-12-16|LIQUIDADO
PAG-000025|SIN-000025|2798.7|2023-12-24|LIQUIDADO
PAG-000026|SIN-000026|2393.38|2024-11-25|LIQUIDADO
PAG-000027|SIN-000027|1326.37|2024-11-20|LIQUIDADO
PAG-000028|SIN-000028|1477.31|2024-10-01|LIQUIDADO
PAG-000029|SIN-000029|2060.74|2024-05-11|LIQUIDADO
PAG-000030|SIN-000030|2773.51|2024-06-15|LIQUIDADO
PAG-000031|SIN-000031|364.31|2023-09-10|LIQUIDADO
PAG-000032|SIN-000032|682.89|2023-09-18|LIQUIDADO
PAG-000033|SIN-000033|390.38|2023-11-07|LIQUIDADO
PAG-000034|SIN-000034|4384.83|2023-11-03|LIQUIDADO
PAG-000035|SIN-000035|3813.09|2023-11-13|LIQUIDADO
PAG-000036|SIN-000036|2427.36|2024-01-03|LIQUIDADO
PAG-000037|SIN-000037|899.31|2024-10-02|LIQUIDADO
PAG-000038|SIN-000038|1858.37|2024-08-21|LIQUIDADO
PAG-000039|SIN-000039|1309.2|2024-08-20|LIQUIDADO
PAG-000040|SIN-000040|4381.65|2024-01-24|LIQUIDADO
PAG-000041|SIN-000041|3119.21|2023-11-29|LIQUIDADO
PAG-000042|SIN-000042|2473.89|2024-02-15|LIQUIDADO
PAG-000043|SIN-000043|2812.26|2024-03-05|LIQUIDADO
PAG-000044|SIN-000044|3397.59|2024-01-05|LIQUIDADO
PAG-000045|SIN-000045|2465.19|2024-03-07|LIQUIDADO
PAG-000046|SIN-000046|4075.31|2024-10-19|LIQUIDADO
PAG-000047|SIN-000047|2683.24|2024-08-11|LIQUIDADO
PAG-000048|SIN-000048|1877.18|2024-08-10|LIQUIDADO
PAG-000049|SIN-000049|187.08|2024-01-31|LIQUIDADO
PAG-000050|SIN-000050|1078.62|2024-02-22|LIQUIDADO
PAG-000051|SIN-000051|4040.98|2023-10-07|LIQUIDADO
PAG-000052|SIN-000052|1360.07|2023-09-09|LIQUIDADO
PAG-000053|SIN-000053|2310.6|2023-09-17|LIQUIDADO
PAG-000054|SIN-000054|2945.89|2024-09-04|LIQUIDADO
PAG-000055|SIN-000055|1656.6|2024-07-16|LIQUIDADO
PAG-000056|SIN-000056|1204.51|2024-08-15|LIQUIDADO
PAG-000057|SIN-000057|2402.61|2024-10-04|LIQUIDADO
PAG-000058|SIN-000058|3662.98|2024-11-17|LIQUIDADO
PAG-000059|SIN-000059|2449.28|2023-06-03|LIQUIDADO
PAG-000060|SIN-000060|392.85|2023-06-23|LIQUIDADO
PAG-000061|SIN-000061|3538.43|2023-06-14|LIQUIDADO
PAG-000062|SIN-000062|1070.44|2024-06-01|LIQUIDADO
PAG-000063|SIN-000063|2030.36|2024-07-09|LIQUIDADO
PAG-000064|SIN-000064|2227.42|2024-04-19|LIQUIDADO
PAG-000065|SIN-000065|979.61|2024-05-25|LIQUIDADO
PAG-000066|SIN-000066|1844.41|2024-04-17|LIQUIDADO
PAG-000067|SIN-000067|898.65|2024-04-30|LIQUIDADO
PAG-000068|SIN-000068|2169.95|2024-01-10|LIQUIDADO
PAG-000069|SIN-000069|270.7|2023-12-28|LIQUIDADO
PAG-000070|SIN-000070|4416.46|2024-01-19|LIQUIDADO
PAG-000071|SIN-000071|722.27|2023-12-19|LIQUIDADO
PAG-000072|SIN-000072|443.5|2024-01-13|LIQUIDADO
PAG-000073|SIN-000073|1217.27|2024-01-18|LIQUIDADO
PAG-000074|SIN-000074|1828.35|2023-03-18|LIQUIDADO
PAG-000075|SIN-000075|664.72|2023-11-09|LIQUIDADO
PAG-000076|SIN-000076|714.21|2023-11-04|LIQUIDADO
PAG-000077|SIN-000077|3048.36|2023-10-22|LIQUIDADO
PAG-000078|SIN-000078|2761.33|2023-12-30|LIQUIDADO
PAG-000079|SIN-000079|3341.97|2023-11-09|LIQUIDADO
PAG-000080|SIN-000080|2088.59|2023-09-10|LIQUIDADO
PAG-000081|SIN-000081|2155.29|2023-07-14|LIQUIDADO
PAG-000082|SIN-000082|688.41|2023-07-04|LIQUIDADO
PAG-000083|SIN-000083|2074.34|2024-07-12|LIQUIDADO
PAG-000084|SIN-000084|1586.13|2024-06-13|LIQUIDADO
PAG-000085|SIN-000085|3971.02|2024-07-11|LIQUIDADO
PAG-000086|SIN-000086|3142.01|2024-12-02|LIQUIDADO
PAG-000087|SIN-000087|815.78|2024-05-20|LIQUIDADO
PAG-000088|SIN-000088|2010.34|2024-06-18|LIQUIDADO
PAG-000089|SIN-000089|3887.79|2023-12-04|LIQUIDADO
PAG-000090|SIN-000090|4115.57|2024-02-24|LIQUIDADO
PAG-000091|SIN-000091|1729.99|2024-02-17|LIQUIDADO
PAG-000092|SIN-000092|4372.33|2024-12-03|LIQUIDADO
PAG-000093|SIN-000093|4460.12|2024-12-20|LIQUIDADO
PAG-000094|SIN-000094|4050.0|2024-12-29|LIQUIDADO
PAG-000095|SIN-000095|1333.05|2024-10-11|LIQUIDADO
PAG-000096|SIN-000096|2493.25|2024-10-19|LIQUIDADO
PAG-000097|SIN-000097|4440.88|2025-01-02|LIQUIDADO
PAG-000098|SIN-000098|2632.39|2025-01-19|LIQUIDADO
PAG-000099|SIN-000099|2123.07|2024-12-19|LIQUIDADO
PAG-000100|SIN-000100|2258.34|2023-08-05|LIQUIDADO
PAG-000101|SIN-000101|1318.21|2023-08-10|LIQUIDADO
PAG-000102|SIN-000102|1406.19|2024-02-04|LIQUIDADO
PAG-000103|SIN-000103|1662.63|2023-12-01|LIQUIDADO
PAG-000104|SIN-000104|2856.78|2023-03-21|LIQUIDADO
PAG-000105|SIN-000105|4261.47|2023-04-03|LIQUIDADO
PAG-000106|SIN-000106|4309.56|2024-10-25|LIQUIDADO
PAG-000107|SIN-000107|1578.76|2024-11-21|LIQUIDADO
